Input.turn_id,Input.query,Input.passage_id,Input.passage,Input.relevance_score,answerable_sentences,unanswerable_sentences
95_3,Why does waste compaction slow the biodegradation of organic waste?,CAR_8818f9dd0bf6807b049ea5840b7cf2400f1eafae,"Clean-up of waste is done by clean-up crews around the property. It is trucked to the main facilities to be processed and packaged. At its height there were more than 600 truckloads a day. Since clean-up began, more than 12,000,000 miles have been logged. Processing is done by compacting waste and hazardous materials to make sure no air pockets remain. After adding support to the waste by adding cement blocks so the area will not sag, a temporary cap is placed over the waste until a permanent cap seals all the waste off from the site.",3,{'Processing is done by compacting waste and hazardous materials to make sure no air pockets remain.'},"{'At its height there were more than 600 truckloads a day.', 'Clean-up of waste is done by clean-up crews around the property.', 'Since clean-up began, more than 12,000,000 miles have been logged.', 'After adding support to the waste by adding cement blocks so the area will not sag, a temporary cap is placed over the waste until a permanent cap seals all the waste off from the site.', 'It is trucked to the main facilities to be processed and packaged.'}"
95_3,Why does waste compaction slow the biodegradation of organic waste?,CAR_ceaa49bdec39db2a76a6a8528e70a6830433f8d8,"Waste compaction is the process of compacting waste, reducing it in size. Garbage compactors and waste collection vehicles compress waste so that more of it can be stored in the same space. Waste is compacted again, more thoroughly, at the landfill to conserve valuable airspace and to extend the landfill's life span. A side effect of this is that important items, like evidence in a crime, may be difficult to recover from the garbage. Due to reduced oxygenation, biodegradation of organic waste is also slowed.",4,"{""Waste is compacted again, more thoroughly, at the landfill to conserve valuable airspace and to extend the landfill's life span."", 'A side effect of this is that important items, like evidence in a crime, may be difficult to recover from the garbage.', 'Due to reduced oxygenation, biodegradation of organic waste is also slowed.'}","{'Waste compaction is the process of compacting waste, reducing it in size.', 'Garbage compactors and waste collection vehicles compress waste so that more of it can be stored in the same space.'}"
95_3,Why does waste compaction slow the biodegradation of organic waste?,CAR_fac684b0152d40909caf222f6c87f945d622b23b,"There are many actions along the recycling supply chain that can influence and affect the material quality of recyclate. It begins with the waste producers who place non-target and non-recyclable wastes in recycling collection. This can affect the quality of final recyclate streams or require further efforts to discard those materials at later stages in the recycling process. The different collection systems can result in different levels of contamination. Depending on which materials are collected together, extra effort is required to sort this material back into separate streams and can significantly reduce the quality of the final product. Transportation and the compaction of materials can make it more difficult to separate material back into separate waste streams. Sorting facilities are not one hundred per cent effective in separating materials, despite improvements in technology and quality recyclate which can see a loss in recyclate quality. The storage of materials outside where the product can become wet can cause problems for re-processors. Reprocessing facilities may require further sorting steps to further reduce the amount of non-target and non-recyclable material. Each action along the recycling path plays a part in the quality of recyclate.",3,{'Transportation and the compaction of materials can make it more difficult to separate material back into separate waste streams.'},"{'Reprocessing facilities may require further sorting steps to further reduce the amount of non-target and non-recyclable material.', 'It begins with the waste producers who place non-target and non-recyclable wastes in recycling collection.', 'There are many actions along the recycling supply chain that can influence and affect the material quality of recyclate.', 'The different collection systems can result in different levels of contamination.', 'Sorting facilities are not one hundred per cent effective in separating materials, despite improvements in technology and quality recyclate which can see a loss in recyclate quality.', 'The storage of materials outside where the product can become wet can cause problems for re-processors.', 'Each action along the recycling path plays a part in the quality of recyclate.', 'Depending on which materials are collected together, extra effort is required to sort this material back into separate streams and can significantly reduce the quality of the final product.', 'This can affect the quality of final recyclate streams or require further efforts to discard those materials at later stages in the recycling process.'}"
95_3,Why does waste compaction slow the biodegradation of organic waste?,MARCO_6015322,"Introduction. It is illegal to burn household or garden waste at home or in your garden. Burning waste is not only a nuisance to neighbours, it can release many harmful chemicals into the air you breathe. Modern day waste has many toxic chemicals in it.Paper waste may contain synthetic materials, preservatives and even plastics.Disposable nappies contain gels, bleaches, plastics.urning waste is not only a nuisance to neighbours, it can release many harmful chemicals into the air you breathe. Modern day waste has many toxic chemicals in it. Paper waste may contain synthetic materials, preservatives and even plastics.",2,set(),"{'Paper waste may contain synthetic materials, preservatives and even plastics.', 'Modern day waste has many toxic chemicals in it.Paper waste may contain synthetic materials, preservatives and even plastics.Disposable nappies contain gels, bleaches, plastics.urning waste is not only a nuisance to neighbours, it can release many harmful chemicals into the air you breathe.', 'Modern day waste has many toxic chemicals in it.', 'Introduction.', 'It is illegal to burn household or garden waste at home or in your garden.', 'Burning waste is not only a nuisance to neighbours, it can release many harmful chemicals into the air you breathe.'}"
95_4,How is sewage recycled?,CAR_7194524984a31208fd50fa77d57682e08b8dc543,"The recycled water is sourced from the Bolivar Sewage Treatment plant approximately 8 km away and then has stormwater added to it from the Salisbury wetlands before it is treated to Class A standard recycled water for use on gardens, reserves and connected to the toilet of each residence in Mawson Lakes.  SA Water provides a comprehensive audit of homes within the area to ensure that cross connection between the recycled water and drinking water does not occur. Guidelines for the use of recycled water are published by the South Australian Environment Protection Authority (EPA).",4,"{'The recycled water is sourced from the Bolivar Sewage Treatment plant approximately 8 km away and then has stormwater added to it from the Salisbury wetlands before it is treated to Class A standard recycled water for use on gardens, reserves and connected to the toilet of each residence in Mawson Lakes.'}","{'Guidelines for the use of recycled water are published by the South Australian Environment Protection Authority (EPA).', 'SA Water provides a comprehensive audit of homes within the area to ensure that cross connection between the recycled water and drinking water does not occur.'}"
95_4,How is sewage recycled?,CAR_8791cb0fd32f3880c5af42d4a82c851319e1f3ca,"The treated water from both stormwater and wastewater sources is stored and recycled for use throughout the Olympic site in water features, irrigation, toilet flushing and fire fighting capacities.Through the use of WSUD technology, the WRAMS scheme has resulted in the conservation of 850 million litres (ML) of water annually, a potential 50% reduction in annual potable water consumption within the Olympic site, as well as the annual diversion of approximately 550 ML of sewage normally discharged through ocean outfalls.  As part of the long-term sustainability focus of the 'Sydney Olympic Park Master Plan 2030', the Sydney Olympic Park Authority (SOPA) has identified key best practice environmental sustainability approaches to include, the connection to recycled water and effective water demand management practices, maintenance and extension of recycled water systems to new streets as required, and maintenance and extension of the existing stormwater system that recycles water, promotes infiltration to sub soil, filters pollutants and sediments, and minimises loads on adjoining waterways.<ref name = 'ref23'>Sydney Olympic Park Authority 2011, Sydney Olympic Park Master Plan 2030, Sydney Olympic Park Authority, viewed 20 September 2011,",3,"{'The treated water from both stormwater and wastewater sources is stored and recycled for use throughout the Olympic site in water features, irrigation, toilet flushing and fire fighting capacities.Through the use of WSUD technology, the WRAMS scheme has resulted in the conservation of 850 million litres (ML) of water annually, a potential 50% reduction in annual potable water consumption within the Olympic site, as well as the annual diversion of approximately 550 ML of sewage normally discharged through ocean outfalls.', ""As part of the long-term sustainability focus of the 'Sydney Olympic Park Master Plan 2030', the Sydney Olympic Park Authority (SOPA) has identified key best practice environmental sustainability approaches to include, the connection to recycled water and effective water demand management practices, maintenance and extension of recycled water systems to new streets as required, and maintenance and extension of the existing stormwater system that recycles water, promotes infiltration to sub soil, filters pollutants and sediments, and minimises loads on adjoining waterways.<ref name = 'ref23'>Sydney Olympic Park Authority 2011, Sydney Olympic Park Master Plan 2030, Sydney Olympic Park Authority, viewed 20 September 2011,""}",set()
95_4,How is sewage recycled?,CAR_af7f7c65c7f9cc61089860661a12d6242feaf593,"As an ISO 14001 certified Company, the company installed waste water recovery facility to treat, recycle and reuse the entire quantity of sewage and process effluents, thereby achieving zero liquid effluent discharge. It has also implemented a rain water harvesting system and sewage treatment plant at its township. The treated sewage water is used for gardening purpose. Continuing with its green initiative, the company planted an additional 5000 saplings in the green belt area in its factory in Mangalore in 2010.",3,"{'As an ISO 14001 certified Company, the company installed waste water recovery facility to treat, recycle and reuse the entire quantity of sewage and process effluents, thereby achieving zero liquid effluent discharge.', 'The treated sewage water is used for gardening purpose.', 'It has also implemented a rain water harvesting system and sewage treatment plant at its township.'}","{'Continuing with its green initiative, the company planted an additional 5000 saplings in the green belt area in its factory in Mangalore in 2010.'}"
95_4,How is sewage recycled?,CAR_fbd1b9374b1a19749f6bd8bfb42123aa549dd683,"Working as a member of the Carollo Engineers design team, Johanson helped create a new water treatment facility. By overlaying art, public access, sewage treatment, habitat restorations, and agriculture, she embedded major urban infrastructure within living nature. Her design has been credited with 're-inventing art and reforming civil engineering'. The project includes natural systems to treat sewage, allowing millions of gallons of water to be reused. Johanson used the form of the endangered Salt Marsh Harvest Mouse to create the shapes of the polishing ponds, which contain islands that direct the flow of water and provide nesting habitat for birds. Other plantings support local wildlife. An additional  area of tidal wetlands was acquired for the park and wildlife sanctuary. This multi-purpose landscape provides more than  of walking trails for educational programs, nature study and tourism. Petaluma Wetlands Park coincides with a $150 million sewage treatment facility, while also serving as a highly visible model for converting sewage into recycled water, which is stored in a deep reservoir at the end of the 'mouse's tail'.",3,"{'The project includes natural systems to treat sewage, allowing millions of gallons of water to be reused.', 'Working as a member of the Carollo Engineers design team, Johanson helped create a new water treatment facility.', ""Petaluma Wetlands Park coincides with a $150 million sewage treatment facility, while also serving as a highly visible model for converting sewage into recycled water, which is stored in a deep reservoir at the end of the 'mouse's tail'."", 'By overlaying art, public access, sewage treatment, habitat restorations, and agriculture, she embedded major urban infrastructure within living nature.', 'Johanson used the form of the endangered Salt Marsh Harvest Mouse to create the shapes of the polishing ponds, which contain islands that direct the flow of water and provide nesting habitat for birds.'}","{""Her design has been credited with 're-inventing art and reforming civil engineering'."", 'Other plantings support local wildlife.', 'An additional  area of tidal wetlands was acquired for the park and wildlife sanctuary.', 'This multi-purpose landscape provides more than  of walking trails for educational programs, nature study and tourism.'}"
95_4,How is sewage recycled?,CAR_ff8406281f5e0212ee5fd93a2c41bc5fb208e7a0,"The recycling of treated municipal wastewater has become a significant part of California's water supply. The different water agencies in California were recycling over  as of 2009, the date of the last survey. Some of the many uses for recycled water are: golf course irrigation 7%, landscape irrigation 17%, agricultural irrigation 37%, commercial reuse of water 7%, industrial uses 7%, geothermal energy production 1%, seawater intrusion barrier via fresh water injections 7%, groundwater recharge by well injection and flotation ponds 12%, recreational impoundments 4%, and natural wetland systems/restoration 4%. The stated goal is the recycling of  of treated municipal wastewater.",3,"{'Some of the many uses for recycled water are: golf course irrigation 7%, landscape irrigation 17%, agricultural irrigation 37%, commercial reuse of water 7%, industrial uses 7%, geothermal energy production 1%, seawater intrusion barrier via fresh water injections 7%, groundwater recharge by well injection and flotation ponds 12%, recreational impoundments 4%, and natural wetland systems/restoration 4%.'}","{'The stated goal is the recycling of  of treated municipal wastewater.', ""The recycling of treated municipal wastewater has become a significant part of California's water supply."", 'The different water agencies in California were recycling over  as of 2009, the date of the last survey.'}"
95_5,What are the pros and cons of recycling vs composting garbage?,CAR_07b1097159ab90adf479cf9be54f1c1b06fda1a9,"For incineration options, the release of air pollutants, including certain toxic components is an attendant adverse outcome.  Recycling and biofuel conversion are the sustainable options that generally have superior lifecycle costs, particularly when total ecological consequences are considered.  Composting value will ultimately be limited by the market demand for compost product.",3,"{'Composting value will ultimately be limited by the market demand for compost product.', 'For incineration options, the release of air pollutants, including certain toxic components is an attendant adverse outcome.', 'Recycling and biofuel conversion are the sustainable options that generally have superior lifecycle costs, particularly when total ecological consequences are considered.'}",set()
95_5,What are the pros and cons of recycling vs composting garbage?,CAR_80c7bfc97b4df8401cf14f17a7b2b9c305a73aa2,"San Francisco's Mandatory Recycling and Composting Ordinance also contributes to the San Francisco Climate Action Plan to reduce greenhouse gas emissions. Most greenhouse gases attributed to waste are the result of energy consumed in lifecycle stages upstream from the landfill (materials extraction, pre-manufacture, manufacture, and transport), not from the landfill itself.  In 2001, San Francisco’s actions to divert materials from Altamont landfill into recycled products reduced greenhouse gas emissions from these upstream lifecycle stages by the equivalent of 768,000 tons of carbon dioxide, vs. manufacturing these same products from virgin materials.  This shift away from virgin materials represents a 75-80% savings in net greenhouse gas emissions for paper, glass, copper, and steel, and a 97.5% savings for aluminum. The recycling of paper has an additional carbon sequestration effect through forest conservation. Diversion of organic material into composting also reduces greenhouse emissions, since applying compost as a soil amendment helps to sequester carbon.  In this vein, San Francisco’s mandatory recycling and composting ordinance supports the city’s 2002 Greenhouse Gas Emissions Reduction Resolution to reduce emissions to 20% less than 1990 levels by no later than 2012.",4,"{'In 2001, San Francisco’s actions to divert materials from Altamont landfill into recycled products reduced greenhouse gas emissions from these upstream lifecycle stages by the equivalent of 768,000 tons of carbon dioxide, vs. manufacturing these same products from virgin materials.', 'The recycling of paper has an additional carbon sequestration effect through forest conservation.', 'This shift away from virgin materials represents a 75-80% savings in net greenhouse gas emissions for paper, glass, copper, and steel, and a 97.5% savings for aluminum.', 'Diversion of organic material into composting also reduces greenhouse emissions, since applying compost as a soil amendment helps to sequester carbon.', ""San Francisco's Mandatory Recycling and Composting Ordinance also contributes to the San Francisco Climate Action Plan to reduce greenhouse gas emissions.""}","{'Most greenhouse gases attributed to waste are the result of energy consumed in lifecycle stages upstream from the landfill (materials extraction, pre-manufacture, manufacture, and transport), not from the landfill itself.', 'In this vein, San Francisco’s mandatory recycling and composting ordinance supports the city’s 2002 Greenhouse Gas Emissions Reduction Resolution to reduce emissions to 20% less than 1990 levels by no later than 2012.'}"
95_5,What are the pros and cons of recycling vs composting garbage?,CAR_87556ca98a6fc337777bfb56f7e52d9ab691f3d0,"Resource recovery is the selective extraction of disposed materials for a specific next use, such as recycling, composting or energy generation in order to extract the maximum benefits from products, delay the consumption of virgin resources, and reduce the amount of waste generated. Resource recovery differs from the management of waste by using life-cycle analysis (LCA) to offer alternatives to landfill disposal of discarded materials. A number of studies on municipal solid waste (MSW) have indicated that administration, source separation and collection followed by reuse and recycling of the non-organic fraction and energy and compost/fertilizer production of the organic waste fraction via anaerobic digestion to be the favoured alternatives to landfill disposal.",4,"{'A number of studies on municipal solid waste (MSW) have indicated that administration, source separation and collection followed by reuse and recycling of the non-organic fraction and energy and compost/fertilizer production of the organic waste fraction via anaerobic digestion to be the favoured alternatives to landfill disposal.', 'Resource recovery is the selective extraction of disposed materials for a specific next use, such as recycling, composting or energy generation in order to extract the maximum benefits from products, delay the consumption of virgin resources, and reduce the amount of waste generated.', 'Resource recovery differs from the management of waste by using life-cycle analysis (LCA) to offer alternatives to landfill disposal of discarded materials.'}",set()
95_5,What are the pros and cons of recycling vs composting garbage?,CAR_b3a675a0179130bd7b5d2f8e8a374acff8c8e469,"Curbside collection is the most common method of disposal in most European countries, Canada, New Zealand and many other parts of the developed world in which waste is collected at regular intervals by specialised trucks. This is often associated with curb-side waste segregation. In rural areas waste may need to be taken to a transfer station. Waste collected is then transported to an appropriate disposal facility.In some areas, vacuum collection is used in which waste is transported from the home or commercial premises by vacuum along small bore tubes. Systems are in use in Europe and North America.Pyrolysis is used for disposal of some wastes including tires, a process that can produce recovered fuels, steel and heat. In some cases tires can provide the feedstock for cement manufacture. Such systems are used in USA, California, Australia, Greece, Mexico, the United Kingdom and in Israel. The RESEM pyrolysis plant that has been operational at  Texas  USA since December 2011, and processes up to 60 tons per day.In some jurisdictions unsegregated waste is collected at the curb-side or from waste transfer stations and then sorted into recyclables and unusable waste. Such systems are capable of sorting large volumes of solid waste, salvaging recyclables, and turning the rest into bio-gas and soil conditioner.In San Francisco, the local government established its Mandatory Recycling and Composting Ordinance in support of its goal of zero waste by 2020, requiring everyone in the city to keep recyclables and compostables out of the landfill. The three streams are collected with the curbside 'Fantastic 3' bin system – blue for recyclables, green for compostables, and black for landfill-bound materials – provided to residents and businesses and serviced by San Francisco's sole refuse hauler, Recology. The City's 'Pay-As-You-Throw' system charges customers by the volume of landfill-bound materials, which provides a financial incentive to separate recyclables and compostables from other discards. The City's Department of the Environment's Zero Waste Program has led the City to achieve 80% diversion, the highest diversion rate in North America. Other businesses such as Waste Industries use a variety of colors to distinguish between trash and recycling cans.",3,"{'In some cases tires can provide the feedstock for cement manufacture.', 'The RESEM pyrolysis plant that has been operational at  Texas  USA since December 2011, and processes up to 60 tons per day.In some jurisdictions unsegregated waste is collected at the curb-side or from waste transfer stations and then sorted into recyclables and unusable waste.', 'Systems are in use in Europe and North America.Pyrolysis is used for disposal of some wastes including tires, a process that can produce recovered fuels, steel and heat.', 'Such systems are capable of sorting large volumes of solid waste, salvaging recyclables, and turning the rest into bio-gas and soil conditioner.In San Francisco, the local government established its Mandatory Recycling and Composting Ordinance in support of its goal of zero waste by 2020, requiring everyone in the city to keep recyclables and compostables out of the landfill.'}","{""The three streams are collected with the curbside 'Fantastic 3' bin system – blue for recyclables, green for compostables, and black for landfill-bound materials – provided to residents and businesses and serviced by San Francisco's sole refuse hauler, Recology."", 'Waste collected is then transported to an appropriate disposal facility.In some areas, vacuum collection is used in which waste is transported from the home or commercial premises by vacuum along small bore tubes.', 'Curbside collection is the most common method of disposal in most European countries, Canada, New Zealand and many other parts of the developed world in which waste is collected at regular intervals by specialised trucks.', ""The City's Department of the Environment's Zero Waste Program has led the City to achieve 80% diversion, the highest diversion rate in North America."", ""The City's 'Pay-As-You-Throw' system charges customers by the volume of landfill-bound materials, which provides a financial incentive to separate recyclables and compostables from other discards."", 'In rural areas waste may need to be taken to a transfer station.', 'Such systems are used in USA, California, Australia, Greece, Mexico, the United Kingdom and in Israel.', 'Other businesses such as Waste Industries use a variety of colors to distinguish between trash and recycling cans.', 'This is often associated with curb-side waste segregation.'}"
95_5,What are the pros and cons of recycling vs composting garbage?,MARCO_7408832,Paper is compostable and recyclable. Composing and recycling are two environmentally sound methods of handling waste. Using either approach to waste management keeps materials out of landfills and minimizes your environmental impact.,3,"{'Using either approach to waste management keeps materials out of landfills and minimizes your environmental impact.', 'Composing and recycling are two environmentally sound methods of handling waste.'}",{'Paper is compostable and recyclable.'}
95_6,Tell me more about biodegradable plastics.,CAR_7a264f3642906c62492e38449fa0c998fd709510,"The terminology used in the bioplastics sector is sometimes misleading. Most in the industry use the term bioplastic to mean a plastic produced from a biological source. All (bio- and petroleum-based) plastics are technically biodegradable, meaning they can be degraded by microbes under suitable conditions. However, many degrade so slowly that they are considered non-biodegradable. Some petrochemical-based plastics are considered biodegradable, and may be used as an additive to improve the performance of commercial bioplastics. Non-biodegradable bioplastics are referred to as durable. The biodegradability of bioplastics depends on temperature, polymer stability, and available oxygen content. The European standard EN13432, published by the International Organization for Standardization, defines how quickly and to what extent a plastic must be degraded under the tightly controlled and aggressive conditions (at or above 140 °F) of an industrial composting unit for it to be considered biodegradable. This standard is recognized in many countries, including all of Europe, Japan and the US. However, it applies only to industrial composting units and does not set out a standard for home composting. Most bioplastics (e.g. PH) only biodegrade quickly in industrial composting units. These materials do not biodegrade quickly in ordinary compost piles or in the soil/water. Starch-based bioplastics are an exception, and will biodegrade in normal composting conditions.",4,"{'These materials do not biodegrade quickly in ordinary compost piles or in the soil/water.', 'PH) only biodegrade quickly in industrial composting units.', 'Most in the industry use the term bioplastic to mean a plastic produced from a biological source.', 'However, many degrade so slowly that they are considered non-biodegradable.', 'Most bioplastics (e.g.', 'However, it applies only to industrial composting units and does not set out a standard for home composting.', 'Starch-based bioplastics are an exception, and will biodegrade in normal composting conditions.', 'All (bio- and petroleum-based) plastics are technically biodegradable, meaning they can be degraded by microbes under suitable conditions.', 'This standard is recognized in many countries, including all of Europe, Japan and the US.', 'The European standard EN13432, published by the International Organization for Standardization, defines how quickly and to what extent a plastic must be degraded under the tightly controlled and aggressive conditions (at or above 140 °F) of an industrial composting unit for it to be considered biodegradable.', 'The biodegradability of bioplastics depends on temperature, polymer stability, and available oxygen content.', 'Some petrochemical-based plastics are considered biodegradable, and may be used as an additive to improve the performance of commercial bioplastics.'}","{'Non-biodegradable bioplastics are referred to as durable.', 'The terminology used in the bioplastics sector is sometimes misleading.'}"
95_6,Tell me more about biodegradable plastics.,CAR_e7dbf2edd0c825a2047aa86fa44aca3d6503e721,"OXO-biodegradable plastic degrades in the presence of oxygen, and the process is accelerated by UV and heat.  It can be recycled during its useful life with normal plastic.It is not designed to be compostable in industrial composting facilities according to ASTM D6400 or EN13432, but it can be composted in an in-vessel process.",4,"{'It can be recycled during its useful life with normal plastic.It is not designed to be compostable in industrial composting facilities according to ASTM D6400 or EN13432, but it can be composted in an in-vessel process.', 'OXO-biodegradable plastic degrades in the presence of oxygen, and the process is accelerated by UV and heat.'}",set()
95_6,Tell me more about biodegradable plastics.,CAR_edc8c9017deb08f279deb000a803f46db112c5d5,"Biodegradable plastics break down (degrade) upon exposure to sunlight (e.g., ultra-violet radiation), water or dampness, bacteria, enzymes, wind abrasion, and in some instances, rodent, pest, or insect attack are also included as forms of biodegradation or environmental degradation. Some modes of degradation require that the plastic be exposed at the surface, whereas other modes will only be effective if certain conditions exist in landfill or composting systems. Starch powder has been mixed with plastic as a filler to allow it to degrade more easily, but it still does not lead to complete breakdown of the plastic. Some researchers have actually genetically engineered bacteria that synthesize a completely biodegradable plastic, but this material, such as Biopol, is expensive at present. Companies have made biodegradable additives to enhance the biodegradation of plastics.",4,"{'Starch powder has been mixed with plastic as a filler to allow it to degrade more easily, but it still does not lead to complete breakdown of the plastic.', 'Companies have made biodegradable additives to enhance the biodegradation of plastics.', 'Some researchers have actually genetically engineered bacteria that synthesize a completely biodegradable plastic, but this material, such as Biopol, is expensive at present.', 'Biodegradable plastics break down (degrade) upon exposure to sunlight (e.g., ultra-violet radiation), water or dampness, bacteria, enzymes, wind abrasion, and in some instances, rodent, pest, or insect attack are also included as forms of biodegradation or environmental degradation.', 'Some modes of degradation require that the plastic be exposed at the surface, whereas other modes will only be effective if certain conditions exist in landfill or composting systems.'}",set()
95_6,Tell me more about biodegradable plastics.,MARCO_6170128,"Biodegradable Plastics. Biodegradable plastic is plastic that decomposes naturally in the environment. This is achieved when microorganisms in the environment metabolize and break down the structure of biodegradable plastic. The end result is one which is less harmful to the environment than traditional plastics.ith biodegradable plastic, you get a substance made from natural sources that does not contain these chemical fillers, and does not pose the same risk to the environment. The process of making biodegradable plastics begins with the melting down of all the materials.",4,"{'The process of making biodegradable plastics begins with the melting down of all the materials.', 'Biodegradable plastic is plastic that decomposes naturally in the environment.', 'The end result is one which is less harmful to the environment than traditional plastics.ith biodegradable plastic, you get a substance made from natural sources that does not contain these chemical fillers, and does not pose the same risk to the environment.', 'This is achieved when microorganisms in the environment metabolize and break down the structure of biodegradable plastic.'}",{'Biodegradable Plastics.'}
95_6,Tell me more about biodegradable plastics.,MARCO_952696,"Biodegradable Plastics. Biodegradable plastic is plastic that decomposes naturally in the environment. This is achieved when microorganisms in the environment metabolize and break down the structure of biodegradable plastic. The end result is one which is less harmful to the environment than traditional plastics.Biodegradable plastics can be composed of bio-plastics, which are plastics made from renewable raw materials. There are normally two forms of biodegradable plastic, injection molded and solid.raditional plastic is made with chemical fillers that can be harmful to the environment when released when the plastic is melted down. With biodegradable plastic, you get a substance made from natural sources that does not contain these chemical fillers, and does not pose the same risk to the environment.",4,"{'With biodegradable plastic, you get a substance made from natural sources that does not contain these chemical fillers, and does not pose the same risk to the environment.', 'There are normally two forms of biodegradable plastic, injection molded and solid.raditional plastic is made with chemical fillers that can be harmful to the environment when released when the plastic is melted down.', 'The end result is one which is less harmful to the environment than traditional plastics.Biodegradable plastics can be composed of bio-plastics, which are plastics made from renewable raw materials.', 'Biodegradable plastic is plastic that decomposes naturally in the environment.', 'This is achieved when microorganisms in the environment metabolize and break down the structure of biodegradable plastic.'}",{'Biodegradable Plastics.'}
95_7,How are biodegradable plastics made?,CAR_1d5c9fefc722e92b9e3e7d68cc81e21aa1c41e08,"Oxo-biodegradable plastic bags have the same strength as ordinary plastic and cost very little extra. They will degrade then biodegrade if they get into the open environment, but they can be recycled if collected during their useful life. They are designed so that they will not degrade deep in landfill and will not therefore generate methane. Oxo-biodegradable plastic does not degrade quickly in low temperature 'windrow' composting, but it is suitable for 'in-vessel' composting at the higher temperatures required by the animal by-products regulations. Oxo-biodegradable plastic is bio-assimilated by the same bacteria and fungi, which transform natural material such as twigs and leaves to cell biomass, like lignocellulosic materials. Oxo-biodegradable plastic is designed to degrade initially by a process which includes both photo-oxidation and thermo-oxidation, so it can degrade in the dark. Resin identification code 7 is applicable to biodegradable plastics.",3,"{'Oxo-biodegradable plastic is designed to degrade initially by a process which includes both photo-oxidation and thermo-oxidation, so it can degrade in the dark.', 'Oxo-biodegradable plastic bags have the same strength as ordinary plastic and cost very little extra.', 'Oxo-biodegradable plastic is bio-assimilated by the same bacteria and fungi, which transform natural material such as twigs and leaves to cell biomass, like lignocellulosic materials.', 'They will degrade then biodegrade if they get into the open environment, but they can be recycled if collected during their useful life.', 'They are designed so that they will not degrade deep in landfill and will not therefore generate methane.'}","{""Oxo-biodegradable plastic does not degrade quickly in low temperature 'windrow' composting, but it is suitable for 'in-vessel' composting at the higher temperatures required by the animal by-products regulations."", 'Resin identification code 7 is applicable to biodegradable plastics.'}"
95_7,How are biodegradable plastics made?,CAR_641ec0834bb860a7ec1e8d647bce91a4bd9377c6,"Two basic classes of biodegradable plastics exist: Bioplastics, whose components are derived from renewable raw materials, and plastics made from petrochemicals containing biodegradable additives which enhance biodegradation.",3,"{'Two basic classes of biodegradable plastics exist: Bioplastics, whose components are derived from renewable raw materials, and plastics made from petrochemicals containing biodegradable additives which enhance biodegradation.'}",set()
95_7,How are biodegradable plastics made?,CAR_edc8c9017deb08f279deb000a803f46db112c5d5,"Biodegradable plastics break down (degrade) upon exposure to sunlight (e.g., ultra-violet radiation), water or dampness, bacteria, enzymes, wind abrasion, and in some instances, rodent, pest, or insect attack are also included as forms of biodegradation or environmental degradation. Some modes of degradation require that the plastic be exposed at the surface, whereas other modes will only be effective if certain conditions exist in landfill or composting systems. Starch powder has been mixed with plastic as a filler to allow it to degrade more easily, but it still does not lead to complete breakdown of the plastic. Some researchers have actually genetically engineered bacteria that synthesize a completely biodegradable plastic, but this material, such as Biopol, is expensive at present. Companies have made biodegradable additives to enhance the biodegradation of plastics.",3,"{'Starch powder has been mixed with plastic as a filler to allow it to degrade more easily, but it still does not lead to complete breakdown of the plastic.', 'Companies have made biodegradable additives to enhance the biodegradation of plastics.', 'Some researchers have actually genetically engineered bacteria that synthesize a completely biodegradable plastic, but this material, such as Biopol, is expensive at present.'}","{'Biodegradable plastics break down (degrade) upon exposure to sunlight (e.g., ultra-violet radiation), water or dampness, bacteria, enzymes, wind abrasion, and in some instances, rodent, pest, or insect attack are also included as forms of biodegradation or environmental degradation.', 'Some modes of degradation require that the plastic be exposed at the surface, whereas other modes will only be effective if certain conditions exist in landfill or composting systems.'}"
95_7,How are biodegradable plastics made?,MARCO_3970850,"Plastic material composed mainly of polymers. Biodegradable plastics plastics that will fully decompose to carbon dioxide, methane, water, biomass and inorganic compounds under aerobic or anaerobic conditions and the action of living organisms.Plastics are typically composed of artificial synthetic polymers.aterials. The susceptibility of a polymer or a plastic. material to biodegradation depends exclusively. on the chemical structure of the polymer. For this. reason, whether the polymer is made of. renewable resources (biomass) or non-renewable (fossil) resources is irrelevant to bio-. degradability.",3,"{'material to biodegradation depends exclusively.', 'renewable resources (biomass) or non-renewable (fossil) resources is irrelevant to bio-.', 'degradability.', 'The susceptibility of a polymer or a plastic.', 'on the chemical structure of the polymer.', 'Biodegradable plastics plastics that will fully decompose to carbon dioxide, methane, water, biomass and inorganic compounds under aerobic or anaerobic conditions and the action of living organisms.Plastics are typically composed of artificial synthetic polymers.aterials.', 'Plastic material composed mainly of polymers.', 'reason, whether the polymer is made of.'}",{'For this.'}
