HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
31GECDVAAN1JBMJX7111T3NXXUB66G,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,37W3JXSD6BNMB563U4EZZ82UY5GYWU,worker_28,Submitted,Fri May 19 07:44:01 PDT 2023,Fri May 19 07:46:33 PDT 2023,Mon May 22 07:46:33 PDT 2023,,,,152,100% (166/166),100% (166/166),100% (165/165),105_1,0,CAR_c337bd9008ecdd55a8ce2f72e8504d3fbfa713e9,3,"In response to the shooting of Trayvon Martin, the Black Lives Matter movement began in 2013, and rapidly expanded in response to subsequent shooting incidents, such as the shooting of Michael Brown. In response to that shooting, protests were held around the country in 2014, most notably in Ferguson, Missouri.",,When did the Black Lives Matter campaign begin?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":92,""label"":""relevant-text-span"",""startOffset"":88}]}}]",x,,['2013']
31GECDVAAN1JBMJX7111T3NXXUB66G,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,31LM9EDVOQ76TM2QG3M9T2AFSR6JN1,worker_167,Submitted,Fri May 19 19:21:14 PDT 2023,Fri May 19 19:25:43 PDT 2023,Mon May 22 19:25:43 PDT 2023,,,,269,100% (204/205),100% (166/166),100% (165/165),105_1,0,CAR_c337bd9008ecdd55a8ce2f72e8504d3fbfa713e9,3,"In response to the shooting of Trayvon Martin, the Black Lives Matter movement began in 2013, and rapidly expanded in response to subsequent shooting incidents, such as the shooting of Michael Brown. In response to that shooting, protests were held around the country in 2014, most notably in Ferguson, Missouri.",,When did the Black Lives Matter campaign begin?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":92,""label"":""relevant-text-span"",""startOffset"":88}]}}]",x,,['2013']
3Y3CZJSZAO8GE1H3U6UUCS0TXMDR5I,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3QILPRALQAAH9567PZPI4C11CIXN8A,worker_266,Submitted,Sat May 20 07:46:26 PDT 2023,Sat May 20 07:47:15 PDT 2023,Tue May 23 07:47:15 PDT 2023,,,,49,100% (166/166),100% (166/166),100% (165/165),105_1,0,MARCO_801480,3,"Black Lives Matter is an international activist movement, originating in the African-American community, that campaigns against violence and systemic racism towards black people. BLM regularly holds protests speaking out against police killings of black people, and broader issues such as racial profiling, police brutality, and racial inequality in the United States criminal justice system. In 2013, the movement began with the use of the hashtag #BlackLivesMatter on social media after the acquitt",,When did the Black Lives Matter campaign begin?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":500,""label"":""relevant-text-span"",""startOffset"":393}]}}]",x,,"['In 2013, the movement began with the use of the hashtag #BlackLivesMatter on social media after the acquitt']"
3Y3CZJSZAO8GE1H3U6UUCS0TXMDR5I,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3Q8GYXHFEUHFVJQE2B91CHXYBMY5CK,worker_28,Submitted,Fri May 19 19:27:51 PDT 2023,Fri May 19 19:31:15 PDT 2023,Mon May 22 19:31:15 PDT 2023,,,,204,100% (166/166),100% (166/166),100% (165/165),105_1,0,MARCO_801480,3,"Black Lives Matter is an international activist movement, originating in the African-American community, that campaigns against violence and systemic racism towards black people. BLM regularly holds protests speaking out against police killings of black people, and broader issues such as racial profiling, police brutality, and racial inequality in the United States criminal justice system. In 2013, the movement began with the use of the hashtag #BlackLivesMatter on social media after the acquitt",,When did the Black Lives Matter campaign begin?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":400,""label"":""relevant-text-span"",""startOffset"":396}]}}]",x,,['2013']
3Y3CZJSZAO8GE1H3U6UUCS0TXMDR5I,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,386PBUZZXKCG5MZ54Q6UGA6QNW6JLZ,worker_167,Submitted,Fri May 19 19:21:13 PDT 2023,Fri May 19 19:25:07 PDT 2023,Mon May 22 19:25:07 PDT 2023,,,,234,100% (204/205),100% (166/166),100% (165/165),105_1,0,MARCO_801480,3,"Black Lives Matter is an international activist movement, originating in the African-American community, that campaigns against violence and systemic racism towards black people. BLM regularly holds protests speaking out against police killings of black people, and broader issues such as racial profiling, police brutality, and racial inequality in the United States criminal justice system. In 2013, the movement began with the use of the hashtag #BlackLivesMatter on social media after the acquitt",,When did the Black Lives Matter campaign begin?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":400,""label"":""relevant-text-span"",""startOffset"":396}]}}]",x,,['2013']
3VIVIU06GOR1T9ZQWIH7F2AOWLKMIZ,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,31JLPPHS2Z9DQT0DEXUZSKTVM6BO3Z,worker_266,Submitted,Sat May 20 07:52:56 PDT 2023,Sat May 20 07:55:18 PDT 2023,Tue May 23 07:55:18 PDT 2023,,,,142,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_13dc65331f11fb62f340167578ad33e191288a5e,3,"The journalist continued working on the Trayvon Martin case when she  started working for NBC News. Trayvon Martin is a 17-year-old African American teenager who was fatally shot by George Zimmerman in Sanford, Florida. The neighborhood watch volunteer called Sanford police to report Martin, who he said appeared 'suspicious.' Moments later, there was an altercation between the two individuals in which Zimmerman shot Martin, killing him. A national debate about racial profiling and stand your ground laws ensued, and the governor of Florida appointed a task force to examine the state's laws.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":218,""label"":""relevant-text-span"",""startOffset"":100},{""endOffset"":291,""label"":""relevant-text-span"",""startOffset"":219},{""endOffset"":439,""label"":""relevant-text-span"",""startOffset"":342}]}}]",x,,"['Trayvon Martin is a 17-year-old African American teenager who was fatally shot by George Zimmerman in Sanford, Florida', ' The neighborhood watch volunteer called Sanford police to report Martin', ' there was an altercation between the two individuals in which Zimmerman shot Martin, killing him']"
3VIVIU06GOR1T9ZQWIH7F2AOWLKMIZ,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3JRJSWSMQM0RE2NOKJR3N8ZHI2IE3U,worker_28,Submitted,Fri May 19 19:02:53 PDT 2023,Fri May 19 19:07:17 PDT 2023,Mon May 22 19:07:17 PDT 2023,,,,264,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_13dc65331f11fb62f340167578ad33e191288a5e,3,"The journalist continued working on the Trayvon Martin case when she  started working for NBC News. Trayvon Martin is a 17-year-old African American teenager who was fatally shot by George Zimmerman in Sanford, Florida. The neighborhood watch volunteer called Sanford police to report Martin, who he said appeared 'suspicious.' Moments later, there was an altercation between the two individuals in which Zimmerman shot Martin, killing him. A national debate about racial profiling and stand your ground laws ensued, and the governor of Florida appointed a task force to examine the state's laws.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":220,""label"":""relevant-text-span"",""startOffset"":100},{""endOffset"":440,""label"":""relevant-text-span"",""startOffset"":404}]}}]",x,,"['Trayvon Martin is a 17-year-old African American teenager who was fatally shot by George Zimmerman in Sanford, Florida. ', ' Zimmerman shot Martin, killing him.']"
3VIVIU06GOR1T9ZQWIH7F2AOWLKMIZ,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,39K0FND3AMUPABEMAWUWNOIWXE2MAO,worker_167,Submitted,Fri May 19 19:21:22 PDT 2023,Fri May 19 19:32:46 PDT 2023,Mon May 22 19:32:46 PDT 2023,,,,684,100% (204/205),100% (166/166),100% (165/165),105_2,0,CAR_13dc65331f11fb62f340167578ad33e191288a5e,3,"The journalist continued working on the Trayvon Martin case when she  started working for NBC News. Trayvon Martin is a 17-year-old African American teenager who was fatally shot by George Zimmerman in Sanford, Florida. The neighborhood watch volunteer called Sanford police to report Martin, who he said appeared 'suspicious.' Moments later, there was an altercation between the two individuals in which Zimmerman shot Martin, killing him. A national debate about racial profiling and stand your ground laws ensued, and the governor of Florida appointed a task force to examine the state's laws.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":218,""label"":""relevant-text-span"",""startOffset"":100},{""endOffset"":326,""label"":""relevant-text-span"",""startOffset"":220},{""endOffset"":439,""label"":""relevant-text-span"",""startOffset"":343}]}}]",x,,"['Trayvon Martin is a 17-year-old African American teenager who was fatally shot by George Zimmerman in Sanford, Florida', ""The neighborhood watch volunteer called Sanford police to report Martin, who he said appeared 'suspicious."", 'there was an altercation between the two individuals in which Zimmerman shot Martin, killing him']"
3W0XM68Y0TAV3F3P3ZJL8Q1YQEF1KI,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3ZPPDN2SL0BDT4C41SSDEL23IWGE93,worker_266,Submitted,Sat May 20 08:01:53 PDT 2023,Sat May 20 08:03:07 PDT 2023,Tue May 23 08:03:07 PDT 2023,,,,74,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_2be8f82bc9f5be2c938e5167c8eb6aa4c629e2c2,3,"The following is a timeline of the events surrounding the death of teenager Trayvon Martin on February 26, 2012, in Sanford, Florida. Martin was shot and killed by neighborhood watch volunteer George Zimmerman during a physical altercation. Zimmerman was charged with second-degree murder in April 2012, and found not guilty on July 13, 2013.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":240,""label"":""relevant-text-span"",""startOffset"":133},{""endOffset"":302,""label"":""relevant-text-span"",""startOffset"":241},{""endOffset"":342,""label"":""relevant-text-span"",""startOffset"":308}]}}]",x,,"[' Martin was shot and killed by neighborhood watch volunteer George Zimmerman during a physical altercation.', 'Zimmerman was charged with second-degree murder in April 2012', 'found not guilty on July 13, 2013.']"
3W0XM68Y0TAV3F3P3ZJL8Q1YQEF1KI,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3OSWBBLG1JCY2UG28DN7O660PLNXDP,worker_28,Submitted,Fri May 19 20:30:03 PDT 2023,Fri May 19 20:35:11 PDT 2023,Mon May 22 20:35:11 PDT 2023,,,,308,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_2be8f82bc9f5be2c938e5167c8eb6aa4c629e2c2,3,"The following is a timeline of the events surrounding the death of teenager Trayvon Martin on February 26, 2012, in Sanford, Florida. Martin was shot and killed by neighborhood watch volunteer George Zimmerman during a physical altercation. Zimmerman was charged with second-degree murder in April 2012, and found not guilty on July 13, 2013.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":240,""label"":""relevant-text-span"",""startOffset"":134}]}}]",x,,['Martin was shot and killed by neighborhood watch volunteer George Zimmerman during a physical altercation.']
3W0XM68Y0TAV3F3P3ZJL8Q1YQEF1KI,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3GS6S824SVCSZ62PN25OIS4NUNFWN9,worker_167,Submitted,Fri May 19 19:21:21 PDT 2023,Fri May 19 19:32:21 PDT 2023,Mon May 22 19:32:21 PDT 2023,,,,660,100% (204/205),100% (166/166),100% (165/165),105_2,0,CAR_2be8f82bc9f5be2c938e5167c8eb6aa4c629e2c2,3,"The following is a timeline of the events surrounding the death of teenager Trayvon Martin on February 26, 2012, in Sanford, Florida. Martin was shot and killed by neighborhood watch volunteer George Zimmerman during a physical altercation. Zimmerman was charged with second-degree murder in April 2012, and found not guilty on July 13, 2013.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":239,""label"":""relevant-text-span"",""startOffset"":134}]}}]",x,,['Martin was shot and killed by neighborhood watch volunteer George Zimmerman during a physical altercation']
3J9L0X0VEJ14NK01WQHHB7DCBXBW9H,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3GLB5JMZF2ANG8LCJ3N30K65MVPGDE,worker_266,Submitted,Fri May 19 19:49:01 PDT 2023,Fri May 19 19:51:33 PDT 2023,Mon May 22 19:51:33 PDT 2023,,,,152,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_4e358ef6ab22fb0e27d744fd0669d2335d9c4f46,3,"Trayvon Benjamin Martin (February 5, 1995 – February 26, 2012) was an African American from Miami Gardens, Florida, who, at 17 years old, was fatally shot by George Zimmerman, a neighborhood watch volunteer, in Sanford, Florida. Martin, who was serving a school suspension, had gone with his father on a visit to his father's fiancée at her townhouse at The Retreat at Twin Lakes in Sanford. On the evening of February 26, Martin went to a convenience store and purchased candy and a canned drink. As Martin returned from the store, he walked through a neighborhood that had been victimized by robberies several times that year. Zimmerman, a member of the community watch, spotted him and called the Sanford Police to report him for suspicious behavior. Moments later, there was an altercation between the two individuals in which Zimmerman shot Martin in the chest. Zimmerman, who was injured in the altercation, was not charged at the time of the shooting by the Sanford Police, who said that there was no evidence to refute his claim of self-defense and that Florida's stand your ground law prohibited law-enforcement officials from arresting or charging him. After national media focused on the tragedy, Zimmerman was eventually charged and tried in Martin's death. A jury acquitted Zimmerman of second-degree murder and manslaughter in July 2013.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":227,""label"":""relevant-text-span"",""startOffset"":121},{""endOffset"":496,""label"":""relevant-text-span"",""startOffset"":423},{""endOffset"":629,""label"":""relevant-text-span"",""startOffset"":498},{""endOffset"":753,""label"":""relevant-text-span"",""startOffset"":629},{""endOffset"":865,""label"":""relevant-text-span"",""startOffset"":769},{""endOffset"":979,""label"":""relevant-text-span"",""startOffset"":867}]}}]",x,,"['at 17 years old, was fatally shot by George Zimmerman, a neighborhood watch volunteer, in Sanford, Florida', 'Martin went to a convenience store and purchased candy and a canned drink', 'As Martin returned from the store, he walked through a neighborhood that had been victimized by robberies several times that year. ', 'Zimmerman, a member of the community watch, spotted him and called the Sanford Police to report him for suspicious behavior.', 'there was an altercation between the two individuals in which Zimmerman shot Martin in the chest', 'Zimmerman, who was injured in the altercation, was not charged at the time of the shooting by the Sanford Police']"
3J9L0X0VEJ14NK01WQHHB7DCBXBW9H,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3CFJTT4SXY5LVQQXIEKKL49PFXH7I7,worker_28,Submitted,Fri May 19 20:30:09 PDT 2023,Fri May 19 20:37:33 PDT 2023,Mon May 22 20:37:33 PDT 2023,,,,444,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_4e358ef6ab22fb0e27d744fd0669d2335d9c4f46,3,"Trayvon Benjamin Martin (February 5, 1995 – February 26, 2012) was an African American from Miami Gardens, Florida, who, at 17 years old, was fatally shot by George Zimmerman, a neighborhood watch volunteer, in Sanford, Florida. Martin, who was serving a school suspension, had gone with his father on a visit to his father's fiancée at her townhouse at The Retreat at Twin Lakes in Sanford. On the evening of February 26, Martin went to a convenience store and purchased candy and a canned drink. As Martin returned from the store, he walked through a neighborhood that had been victimized by robberies several times that year. Zimmerman, a member of the community watch, spotted him and called the Sanford Police to report him for suspicious behavior. Moments later, there was an altercation between the two individuals in which Zimmerman shot Martin in the chest. Zimmerman, who was injured in the altercation, was not charged at the time of the shooting by the Sanford Police, who said that there was no evidence to refute his claim of self-defense and that Florida's stand your ground law prohibited law-enforcement officials from arresting or charging him. After national media focused on the tragedy, Zimmerman was eventually charged and tried in Martin's death. A jury acquitted Zimmerman of second-degree murder and manslaughter in July 2013.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":228,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":866,""label"":""relevant-text-span"",""startOffset"":629}]}}]",x,,"['Trayvon Benjamin Martin (February 5, 1995  February 26, 2012) was an African American from Miami Gardens, Florida, who, at 17 years old, was fatally shot by George Zimmerman, a neighborhood watch volunteer, in Sanford, Florida.', 'Zimmerman, a member of the community watch, spotted him and called the Sanford Police to report him for suspicious behavior. Moments later, there was an altercation between the two individuals in which Zimmerman shot Martin in the chest.']"
3J9L0X0VEJ14NK01WQHHB7DCBXBW9H,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,31LVTDXBLCPX3AIICVF3I1SHXD0RLZ,worker_167,Submitted,Fri May 19 19:21:15 PDT 2023,Fri May 19 19:26:36 PDT 2023,Mon May 22 19:26:36 PDT 2023,,,,321,100% (204/205),100% (166/166),100% (165/165),105_2,0,CAR_4e358ef6ab22fb0e27d744fd0669d2335d9c4f46,3,"Trayvon Benjamin Martin (February 5, 1995 – February 26, 2012) was an African American from Miami Gardens, Florida, who, at 17 years old, was fatally shot by George Zimmerman, a neighborhood watch volunteer, in Sanford, Florida. Martin, who was serving a school suspension, had gone with his father on a visit to his father's fiancée at her townhouse at The Retreat at Twin Lakes in Sanford. On the evening of February 26, Martin went to a convenience store and purchased candy and a canned drink. As Martin returned from the store, he walked through a neighborhood that had been victimized by robberies several times that year. Zimmerman, a member of the community watch, spotted him and called the Sanford Police to report him for suspicious behavior. Moments later, there was an altercation between the two individuals in which Zimmerman shot Martin in the chest. Zimmerman, who was injured in the altercation, was not charged at the time of the shooting by the Sanford Police, who said that there was no evidence to refute his claim of self-defense and that Florida's stand your ground law prohibited law-enforcement officials from arresting or charging him. After national media focused on the tragedy, Zimmerman was eventually charged and tried in Martin's death. A jury acquitted Zimmerman of second-degree murder and manslaughter in July 2013.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":227,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":753,""label"":""relevant-text-span"",""startOffset"":392},{""endOffset"":865,""label"":""relevant-text-span"",""startOffset"":769}]}}]",x,,"['Trayvon Benjamin Martin (February 5, 1995  February 26, 2012) was an African American from Miami Gardens, Florida, who, at 17 years old, was fatally shot by George Zimmerman, a neighborhood watch volunteer, in Sanford, Florida', 'On the evening of February 26, Martin went to a convenience store and purchased candy and a canned drink. As Martin returned from the store, he walked through a neighborhood that had been victimized by robberies several times that year. Zimmerman, a member of the community watch, spotted him and called the Sanford Police to report him for suspicious behavior.', 'there was an altercation between the two individuals in which Zimmerman shot Martin in the chest']"
3ATYLI1PSXHLON48RGHKJ7ET40OOJS,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3ON104KXQPB6DYSJ5XQSJJYN36N4WP,worker_266,Submitted,Fri May 19 19:53:06 PDT 2023,Fri May 19 19:54:30 PDT 2023,Mon May 22 19:54:30 PDT 2023,,,,84,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_57e5a8929167383588dabcf16cf37e2e77768f74,3,"On February 26, 2012, Zimmerman fatally shot 17-year-old African American high school student Trayvon Martin in The Retreat at Twin Lakes community in Sanford, Florida. Zimmerman was the neighborhood watch coordinator for the gated community where Martin was temporarily staying and where the shooting took place. The Twin Lakes Neighborhood Watch program was not registered with the National Neighborhood Watch Program, but was administered by the local police department. Following an earlier call from Zimmerman, police arrived within two minutes of a gunshot during an altercation in which Zimmerman fatally shot Martin, who did not possess any weapons. Zimmerman was subsequently taken into custody, treated for head injuries, then questioned for five hours. The police chief said that Zimmerman was released because there was no evidence to refute Zimmerman's claim of having acted in self-defense, and that under Florida's Stand Your Ground statute, the police were prohibited by law from making an arrest. The police chief also said that Zimmerman had had a right to defend himself with lethal force. As news of the case spread, thousands of protesters across the United States called for Zimmerman's arrest and a full investigation. Six weeks after the shooting, amid widespread, intense, and in some cases misleading media coverage, Zimmerman was charged with murder by a special prosecutor appointed by Governor Rick Scott.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":167,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":218,""label"":""relevant-text-span"",""startOffset"":169},{""endOffset"":656,""label"":""relevant-text-span"",""startOffset"":474},{""endOffset"":763,""label"":""relevant-text-span"",""startOffset"":658},{""endOffset"":1434,""label"":""relevant-text-span"",""startOffset"":1242}]}}]",x,,"['On February 26, 2012, Zimmerman fatally shot 17-year-old African American high school student Trayvon Martin in The Retreat at Twin Lakes community in Sanford, Florida', 'Zimmerman was the neighborhood watch coordinator ', 'Following an earlier call from Zimmerman, police arrived within two minutes of a gunshot during an altercation in which Zimmerman fatally shot Martin, who did not possess any weapons', 'Zimmerman was subsequently taken into custody, treated for head injuries, then questioned for five hours.', 'Six weeks after the shooting, amid widespread, intense, and in some cases misleading media coverage, Zimmerman was charged with murder by a special prosecutor appointed by Governor Rick Scott.']"
