turn_id,query,passage_id,passage,answerability,predicted_response,predicted_value
137_1-9,"Okay, so what do glitches in the simulation prove about our existence in it?",MARCO_59_942425622-17,"Okay September 1, 2019 Enigmatis 2: The Mists of Ravenwood Won't Boot September 1, 2019 Enter the Gungeon Great September 1, 2019 Epic Loon Won't Boot September 1, 2019 Estiman Perfect March 18, 2021 Everdark Tower Great April 10, 2021 Evoland Legendary Edition Okay May 6, 2020 Exit the Gungeon Great April 10, 2021 FAST RMX Bad March 23, 2021 FIFA 18 Won't Boot September 26, 2019 FINAL FANTASY IX Okay January 4, 2021 FINAL FANTASY VII Intro/Menu May 1, 2021 FINAL FANTASY VIII Remastered Okay January 24, 2021 FINAL FANTASY XII THE ZODIAC AGE Okay January 8, 2021 FRAMED Collection Won't Boot September 1, 2019 FUSER™ Bad April 11, 2021 FUZE4 Nintendo Switch Won't Boot March 18, 2020 Fairune Collection Great September 1, 2019 Fallen Legion: Rise to Glory Okay September 1, 2019 Fallout Shelter Okay September 1, 2019 Fantasy Strike Perfect January 29, 2021 Fantasy Tavern Sextet -Vol.1 New World Days- Won't Boot May 1, 2021 Fantasy Tavern Sextet -Vol.2 Adventurer's Days- Won't Boot May 1, 2021 Fantasy Tavern Sextet -Vol.3 Postlude Days- Won't Boot May 1, 2021 Farming Simulator 20 Intro/Menu April 10, 2021 Fate/EXTELLA LINK Intro/Menu February 21, 2021 Fate/EXTELLA: The Umbral Star Great December 23, 2020 Fe Great March 14, 2021 Feather Bad February 4, 2021 Fight of Gods Great January 14, 2021 Fight'N Rage Intro/Menu September 29, 2020 Figment Okay March 1, 2021 Fill-a-Pix: Phil's Epic Adventure Great September 1, 2019 Fire Emblem™: Shadow Dragon & the Blade of Light Okay February 25, 2021 Firefighters – The Simulation Intro/Menu April 5, 2019 Firefighters: Airport Fire Department Bad September 1, 2019 Firewatch Okay January 17, 2021 Fishing Star World Tour Great November 11, 2020 Fitness Boxing Perfect March 5, 2021 Five Nights at Freddy's Bad August 18, 2020 Five Nights at Freddy's 2 Okay December 16, 2020 Five Nights at Freddy's: Help Wanted Won't Boot November 8, 2020 Five Nights at Freddy's: Sister Location Intro/Menu November 8, 2020 Flat Heroes Perfect September 1, 2019 Flinthook Intro/Menu September 1, 2019 Flip Wars Intro/Menu September 1, 2019 Flood of Light Okay September 1, 2019 Floor Kids Okay September 1, 2019 Food Truck Tycoon Great April 10, 2021 Football Game Great April 10, 2021 Football Manager 2020 Touch Won't Boot May 13, 2020 For The King Okay January 28, 2021 Forager Won't Boot August 12, 2019 Foregone Bad March 7, 2021 Fossil Hunters Great April 10, 2021 FoxyLand Great April 10, 2021 FoxyLand 2 Perfect March 8, 2021 Freaky Awesome Okay April 27, 2020 Frederic 2: Evil Strikes Back Great September 1, 2019 Frederic: Resurrection of Music Won't Boot September 1, 2019 Freedom Finger Great April 10, 2021 Freedom Planet Great April 10, 2021 Frontline Zed Bad August 16, 2020 Frost Okay September 1, 2019 FruitFall Crush Okay September 1, 2019 FunBox Party Great April 10, 2021 Furi Bad September 1, 2019 Fury Unleashed Great May 24, 2020 GALAK-Z: The Void: Deluxe Edition Great April 11, 2021 GEMINI ARMS Bad February 27, 2021 GIGANTIC ARMY Bad April 6, 2019 GOKEN Great January 25, 2021 GREEN VIDEO GAME Great April 11, 2021 GRID Autosport Great May 14, 2021 GROOVE COASTER WAI WAI PARTY!!!!",0,0,0
137_1-9,"Okay, so what do glitches in the simulation prove about our existence in it?",MARCO_24_683146770-1,"Meryl Streep gets standing ovation at the 2017 Academy Awards after joke about Trump Meryl Streep gets standing ovation at the 2017 Academy Awards after joke about Trump By Eric Eidelstein Feb. 26, 2017 Soon after the 2017 Oscars began, host Jimmy Kimmel decided to give a special shout-out to one of Sunday's nominees, Meryl Streep, who made news at the Golden Globes earlier this year for putting then President-elect Donald Trump on blast.  Following her Golden Globes speech, the actress — nominated for her 20th Oscar for her lead performance in Florence Foster Jenkins — was called ' highly overrated ' by Trump, which prompted Kimmel to make his own jokes about the actress.  Streep ultimately received a standing ovation from the Oscar crowd for the unprecedented amount of Academy Award nominations she's received throughout her career.  'We're also here to honor the actors who seem great, but actually really aren't,' Kimmel joked.  'And of all the 'great actors' here in Hollywood, one in particular has stood the test of time for her many uninspiring and overrated performances.'  Embarrassed, Streep hid behind her husband, Don Gummer, as Kimmel gave her several backwards compliments.",0,0,0
137_1-9,"Okay, so what do glitches in the simulation prove about our existence in it?",MARCO_48_1450710232-3,"Professor Smoot estimates that the ratio of simulated to real people might be as high as 10 ¹² to 1. In recent years, scientists have become interested in testing the theory.  In 2012, inspired by Professor Bostrom’s work, physicists at the University of Washington proposed an empirical experiment of the simulation hypothesis.  The details are complex, but the basic idea is simple: Some of today’s computer simulations of our cosmos produce distinctive anomalies — for example, there are telltale glitches in the behavior of simulated cosmic rays.  By taking a closer look at the cosmic rays in our universe, the physicists suggested, we might detect comparable anomalies, providing evidence that we live in a simulation.  Similar experiments were proposed in 2017 and 2018.  Professor Smoot captured the promise of these proposals when he declared, “You are a simulation and physics can prove it.”  So far, none of these experiments has been conducted, and I hope they never will be.  Indeed, I am writing to warn that conducting these experiments could be a catastrophically bad idea — one that could cause the annihilation of our universe.  Think of it this way.  If a researcher wants to test the efficacy of a new drug, it is vitally important that the patients not know whether they’re receiving the drug or a placebo.",0,1,1
137_1-9,"Okay, so what do glitches in the simulation prove about our existence in it?",WAPO_310c05ec-fc7d-11e6-8f41-ea6ed597e4ca-1,"Our culture is too frazzled and fried and exhausted for this kind of nonsense!  Thanks to an envelope mix-up that flustered poor Warren Beatty and Faye Dunaway (a clear act of elder abuse, I say), that vacuously irritating musical “La La Land” won best picture at the Academy Awards.  Drat!  And then, in a world seriously short on miracle outcomes, came the announcement that a mistake had been made.  While the “La La Land” producers were busy giving a round of speeches, the correct envelope materialized, and the far more deserving “Moonlight” was announced the winner.  Hoo-boy.  Cringes all around.  Viewers only had to wait three hours and 40 minutes for Sunday night’s telecast to get really good.  It’s been a while since we had an Oscar moment that will live forever in clip-reel infamy.  (You like it when that happens.  You really, really like it.)  “La La Land” can still take solace in a cluster of awards, including best actress for Emma Stone, best director for Damien Chazelle, and best cinematography, original song and score.",0,0,0
138_1-7,Awesome. He cares a lot about looks also. What can I do about that?,MARCO_54_1938722770-24,"A child with low self-esteem may feel unlovable, empty, and worthless. As a result, he/she may begin to believe that his/her loved ones and friends would be “better off” without them.  Child counselors can help this child improve his/her self-esteem and self-confidence in a myriad of ways.  For instance, a child counselor may teach a child with low self-esteem and self-confidence how to look at the big picture and dig deeper to find the root cause of the issues.  He/she may also help this child better understand how negative thoughts and self-talk is causing him/her to feel bad – mentally and physically.  This specialist can also explain to a child how positive self-talk can dramatically improve his/her self-esteem, self-confidence, and overall life.  Some of the things your child will learn in child counseling include the benefit of using positive affirmations to boost self-confidence and self-acceptance and the importance of talking to a loved one or trusted friend about distressing feelings and thoughts.  A child counselor can even help your child if his/her low self-esteem and self-confidence stems from something more serious like an eating disorder.  What are the Different Types of Child Counseling?",0,0,0
138_1-7,Awesome. He cares a lot about looks also. What can I do about that?,MARCO_37_730923156-3,"Or did they hear something bad about you? You can get sick when people look at you this way, and you'll have to pray to fight off that spirit to feel better.  I try not to make proud looks at people because I know first hand, that something that simple can cause a person a lot of pain.  Some people don't care about how it makes you feel.  And some people do it to make you feel bad on purpose.  But God cares and this is the reason He hates it so much.  People love to judge you, and put you down to build themselves up.  But God is always considerate, loving and cares about the well-being and feelings of everyone.  #2 A Lying Tongue Proverbs 19:22 The desire of a man is his kindness: and a poor man is better than a liar.  Why does God hate a lying tongue?  Two reasons.  One because He doesn't hate the person telling the lie only the lie being told.  And two because lies can cause just as much pain and suffering as anything else on this list.  This is not the occasional lie from fear of getting in trouble or the 'sorry, I thought it was' lie.  This is the liar with the habit of lying all the time.",0,0,0
138_1-7,Awesome. He cares a lot about looks also. What can I do about that?,MARCO_27_202227482-6,"It can help you: manage challenging behaviour and developmental issues encourage behaviour you like develop a close relationship with your child teach your child new skills. Video: Therapies & supports for autistic teens Autism videos: view more Download transcript ( PDF: 103.7 KB)  In this short video, parents talk about therapies and supports for autistic teenagers.  Different therapies and supports can become more useful at different times in a person’s life.  For example, therapies focused on social skills are often relevant in the teenage years.  Also, parents can sometimes do training so they can pass on skills to their teenage children in daily life.  Download transcript ( PDF: 103.7 KB)  Looking after yourself with healthy food, regular exercise and enough rest will keep you in good shape to care for your autistic child.  If your feelings about your child’s disability are sometimes overwhelming, it might help to know there are positive ways to manage them.  Getting support from your local community can often be a big help too.  Did you find this helpful?  Tell us what you think First Name * First Name Last Name *  Last Name Email Address * Email Address Postcode Postcode Message subject Message subject Select message type General enquiry Comments and suggestions Technical support Other Message * Message Acknowledgements This article was developed with help from Lia Castorina, Amaze.",0,0,0
138_1-7,Awesome. He cares a lot about looks also. What can I do about that?,WAPO_3ca4c840-3803-11e3-ae46-e4248e75c8ea-2,"He also has a great relationship with my middle son, but he couldn’t open up to a counselor, so I had him evaluated by a psychiatrist to find out if he was depressed or anxious or had some other problem. ¶ This doctor said he had social anxiety disorder and gave him medication, which my son took without enthusiasm but then had an allergic reaction to it.  Now he won’t take it at all.  ¶ I’ve also asked him to read “I Don’t Want to Talk About It,” by Terrance Real, because it helped me so much, and “The Shyness & Social Anxiety Workbook,” by Martin Antony and Richard Swinson, MD.  but he wouldn’t read these books or even talk about them with me.  Instead, he passively listens to me and takes no action at all.  ¶ How can I help my boy?  AAlthough your son is super-shy, he is not alone.  A third of U.S. teenagers and young adults say that they have trouble making and keeping friends.",0,0,0
138_1-7,Awesome. He cares a lot about looks also. What can I do about that?,MARCO_55_168907760-13,"Maybe a little nod here and there, and speak as little as possible. Avoid eye contact.  Look out the window, look at your nails, drink your coffee, check your phone, or do anything else to make it look like you’re more interested in that than you are in him.  This is important, especially when all he does is talk about himself and he doesn’t care to listen to what you have to say.  He just wants to hear himself talk.  Make him think that you find him boring and you’d rather be somewhere else.  He’ll think that you don’t care about him as much as he thought you did.  1 Flirt With Other Guys, Maybe Even His Friends Giphy Sometimes the best way to show him that you don’t care about him is to flirt with other guys where he can see, even if it’s with his friends.  It’s one of the obvious signs that you’re not interested in him.  When you flirt with guys other than him, it shows that you don't care about his feelings and that you’re only focused on what you want.  When you flirt with them, make sure it shows that you’re enjoying it.  Smile, laugh, twirl your hair, subtle touches, and so forth.",0,0,0
139_1-5,Did sales of “What a Wonderful World” by Louis Armstrong ever get better in the US?,MARCO_16_1640012462-14,"Set list Dress Rehearsal 17 March 2003 ' Nature Boy ' ' I'm Alive ' 'I Surrender' ' Have You Ever Been In Love ' ' At Last ' ' Fever ' ' I've Got the World on a String ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' The First Time Ever I Saw Your Face ' A New Day Has Come (Radio Remix)' 'Seduces Me' 'Ammore Annascunnuto' ' Et je t'aime encore ' 'If I Could' 'Love Is All We Need' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' Dress Rehearsal 19 - 20 March 2003 ' Nature Boy ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'I Surrender' ' A New Day Has Come (Radio Remix)' ' The First Time Ever I Saw Your Face 'Ammore Annascunnuto' ' Have You Ever Been In Love ' ' Love Can Move Mountains ' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 25 March 2003 – 13 June 2003 ' Nature Boy ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' ' The First Time Ever I Saw Your Face 'Aria Di Lucia De Lammermoor' 'Ammore Annascunnuto' ' Have You Ever Been In Love ' ' Love Can Move Mountains ' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 14 June 2003 – 31 December 2003 ' Nature Boy ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' Have You Ever Been In Love ' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' ' The First Time Ever I Saw Your Face 'Ammore Annascunnuto' ' Et je t'aime encore ' ' Love Can Move Mountains ' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 1 January 2004 – 5 May 2004 ' Nature Boy ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' ' The First Time Ever I Saw Your Face 'Ammore Annascunnuto' ' Et je t'aime encore ' ' Love Can Move Mountains ' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 6 May 2004 – 3 July 2004 ' Nature Boy ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' Love Can Move Mountains ' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 4 July 2004 ' Nature Boy ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' Love Can Move Mountains ' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' God Bless America ' 5 July 2004 – 6 November 2004 ' Nature Boy ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' Love Can Move Mountains ' ' I Wish ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 7 November 2004 – 4 December 2004 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' I Wish ' ' Love Can Move Mountains ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 5 December 2004 – 30 December 2004 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' I Wish ' ' Love Can Move Mountains ' ' I Drove All Night ' ' My Heart Will Go On ' ' Happy Xmas (War Is Over) ' 31 December 2004 – 15 January 2005 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' I Wish ' ' Love Can Move Mountains ' ' I Drove All Night ' ' My Heart Will Go On ' ' In Some Small Way ' 16 January 2005 – 2 February 2005 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' I Wish ' ' Love Can Move Mountains ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 3 February 2005 – 6 May 2006 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' At Last ' ' Fever ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' Pour que tu m'aimes encore ' ' I Wish ' ' Love Can Move Mountains ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 7 May 2006 – 24 August 2006 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' All the Way ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' Pour que tu m'aimes encore ' ' I Wish ' ' Love Can Move Mountains ' ' I Drove All Night ' ' My Heart Will Go On ' ' What a Wonderful World ' 25 August 2006 – 10 November 2006 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' 'Seduces Me' 'If I Could' ' All the Way ' ' I've Got the World on a String ' 'A New Love' 'I Surrender' 'Ammore Annascunnuto' ' Pour que tu m'aimes encore ' ' I Wish ' ' Love Can Move Mountains ' ' I Drove All Night ' ' My Heart Will Go On ' 11 November 2006 – 1 July 2007 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' ' I Drove All Night ' 'Seduces Me' 'If I Could' ' Pour que tu m'aimes encore ' 'I Surrender' 'Ammore Annascunnuto' ' All the Way ' ' I've Got the World on a String ' ' I Wish ' ' Love Can Move Mountains ' ' River Deep, Mountain High ' ' My Heart Will Go On ' 16 – 17 August 2007 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' ' I Drove All Night ' 'Seduces Me' 'If I Could' ' Pour que tu m'aimes encore ' 'I Surrender' 'Ammore Annascunnuto' ' All the Way ' ' I've Got the World on a String ' ' I Wish ' ' Love Can Move Mountains ' ' River Deep, Mountain High ' ' My Heart Will Go On ' ' Can't Help Falling in Love ' 18 August 2007 – 14 October 2007 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' ' I Drove All Night ' 'Seduces Me' 'If I Could' ' Pour que tu m'aimes encore ' 'I Surrender' 'Ammore Annascunnuto' ' All the Way ' ' I've Got the World on a String ' ' I Wish ' ' Love Can Move Mountains ' ' River Deep, Mountain High ' ' My Heart Will Go On ' 29 November 2007 – 9 December 2007 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' ' Taking Chances ' ' I Drove All Night ' 'Seduces Me' 'If I Could' ' Pour que tu m'aimes encore ' 'I Surrender' 'Ammore Annascunnuto' ' All the Way ' ' I've Got the World on a String ' ' I Wish ' ' Love Can Move Mountains ' ' River Deep, Mountain High ' ' My Heart Will Go On ' 12 December 2007 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' ' Taking Chances ' ' I Drove All Night ' 'Seduces Me' ' The Christmas Song ' ' Pour que tu m'aimes encore ' 'I Surrender' 'Ammore Annascunnuto' ' All the Way ' ' I've Got the World on a String ' ' I Wish ' ' Love Can Move Mountains ' ' River Deep, Mountain High ' ' My Heart Will Go On ' 13 December 2007 – 15 December 2007 ' A New Day Has Come ' ' The Power of Love ' ' It's All Coming Back to Me Now ' ' Because You Loved Me ' ' To Love You More ' ' I'm Alive ' ' Taking Chances ' ' I Drove All Night ' 'Seduces Me' ' Pour que tu m'aimes encore ' 'I Surrender' 'Ammore Annascunnuto' ' All the Way ' ' I've Got the World on a String ' ' I Wish ' ' Love Can Move Mountains ' ' River Deep, Mountain High ' ' My Heart Will Go On ' ' The Christmas Song ' Additional notes 'Love Is All We Need' and ' A New Day Has Come (Radio Remix)' were both rehearsed before the show's premiere but were never included in the actual show.",0,"The passage does not provide any information on sales of ""What a Wonderful World"" by Louis Armstrong in the US, thus the answer is 0.",0
139_1-5,Did sales of “What a Wonderful World” by Louis Armstrong ever get better in the US?,MARCO_09_1707564374-21,"Day One of our current sale [ SALE ENDED and link removed 12 noon Pacific Time 12/6/19] could not have gone better—it got off to the best start of any sale we've ever done. I have to tell you, these print offers are truly fun when they take off like this.  It's wonderful, and very exciting.  I cannot thank everyone enough!  (I had to go through this post and edit out a whole bunch of exclamation points.)  One truly loyal reader ordered nine, and there have been many orders for more than one print.  'Black Friday' lived up to its name here at TOP World Headquarters—it has made my year!  (Sorry, there's another one.  Never write when you're happy, it makes you sound like an idiot.)  I can't wait to see how we've done at the 24-hour mark.  As you can guess, Ctein got hammered—he worked for fifteen hours straight with only small breaks before exhaustion set in.  Just before he turned in, however, he emailed me to report that everyone who ordered by his bedtime late last night has been sent an acknowledgement, and he processed all but the last two dozen orders that came in yesterday.",0,0,0
139_1-5,Did sales of “What a Wonderful World” by Louis Armstrong ever get better in the US?,WAPO_ebfe72a0-7459-11e2-aa12-e6cf1d31106b-3,"Dinegar: People make the assumption that it is the extroverts who are the best in sales. You turn that on its head.  Pink: Adam Grant, [  the youngest tenured professor at the Wharton School of the University of Pennsylvania] finished a study this summer.  The research shows extroverts are more likely to take sales jobs, extroverts are more likely to get hired, and extroverts are more likely to get promoted.  But if you look at the link between extroverts and sales performance, strong extroverts only did a little better than the strong introverts.  The classic glad-handing extroverts only did a little bit better than the introverts cowering in the corner.  The people who did best by far — and it is not even close — were the people in the middle.  Why are the extroverts not very good?  They don’t listen.  They are too pushy.  Why are [  the introverts] not very good.  They don’t assert.  They are quiet The people who in the middle, they have the best of both worlds.  They know when to talk.  They know when to listen.  They know when to push.  They know when to hold back.  They are much more attuned.  The good news is most people are ambiverts.",0,0,0
139_1-5,Did sales of “What a Wonderful World” by Louis Armstrong ever get better in the US?,KILT_538026-4,"First published in 1952, it stayed on the 'New York Times' bestseller list for 186 consecutive weeks, and according to the publisher, Simon and Schuster, the book has sold around 5 million copies. The fact that the book has sold 5 million copies is printed on the cover of the current edition in both paperback and hard cover, and directly contradicts exaggerated claims that the book has sold more than 20 million copies in 42 languages.  The publisher also contradicts the translation claim, saying the book has been translated into only 15 languages.  Nearly half of the sales of the book (2.1 mil.) occurred before 1958, and by 1963, the book had still only sold 2 million copies according to Peale.  Since then, the book has sold less than 3 million copies over the past 60 years.  Some of his other popular works include 'The Art of Living', 'A Guide to Confident Living', 'The Tough-Minded Optimist', and 'Inspiring Messages for Daily Living'.   In 1947 Peale co-founded (along with educator Kenneth Beebe)  The Horatio Alger Association.  This organization aims to recognize and honor Americans who have been successful in spite of difficult circumstances.",0,0. The passage does not provide any information regarding the sales of “What a Wonderful World” by Louis Armstrong in the US.,0
139_1-5,Did sales of “What a Wonderful World” by Louis Armstrong ever get better in the US?,MARCO_04_1113866396-2,"That was just enough better than 2000's 17.4 million to set a new benchmark. The industry was on a tear in 2015, running at or above a torrid sales pace of 18 million for much of the year.  The comeback of the US market has been stunning.  Sales plunged below 10 million in the depths of the Great Recession .  Back then, no one was sure if there would ever be anymore records broken.  Still, it could have been a better 2015.  Some analysts surveyed by Bloomberg — at consumer-auto information resources such as Kelley Blue Book, True Car, and Edmunds and at big investment banks like Goldman Sachs and JPMorgan — thought the selling pace for December would pull the yearly total up close to 18 million.  And although everybody except Volkswagen, still reeling from its emissions-cheating scandal, notched gains, some car makers finished December a bit light against expectations.  At Ford, for example, US sales rose 8% in December to 239,242 vehicles.  Analysts expected an increase of 11%.  Also lighter than expected were sales from GM and Fiat Chrysler.  Ford and GM slipped in regular trading on Tuesday, down about 2% and 3%, respectively.  It got pretty bad.",0,0,0
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",KILT_646814-3,"Nigeria is well represented, as it borders the region to both the north and the northwest. The native population comprises a variety of ethnic and linguistic groups.  The main ethnic groups are of Tikar origin: Tikari, Widikum, Fulani, and Moghamo.  The most widely spoken languages in the province include Mungaka, Limbum spoken by the Wimbum people of Donga Mantung Division; Yamba, spoken by the Yamba people also of the Donga Mantung Division; Bafmen, Oku, Lamnso, Ngemba, Pidgin English, Balikumbat, Papiakum, Moghamo, and Nkom.  During the colonial period, administrative boundaries were created which cut across ethnic groups and cultures.  As a result, parts of some ethnic groups now lie in different divisions and provinces, which is believed to have led to several land conflicts.   In the provinces, the social organization recognizes a chief as its head, also called the 'Fon'.  The Fons, who in their tribal area may be more influential than the official administrative authorities, are considered the living representative of the tribal ancestors.   Section::::Politics.   The Northwest is a stronghold of the Social Democratic Front (SDF) which is one of the main opposition parties of Cameroon.  Some Northwesterners feel completely marginalized by the government.",0,"0. The passage does not provide an answer or partial answer to either of the questions. It provides information about ethnic and linguistic groups in a region of Cameroon and the political situation, but not the origin of Jollof rice or a comparison of Nigerian and Ghanaian Jollof.",0
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_15_527719758-2,"Contents [ hide] 1 Summary Table 2 Definitions 3 Basmati Rice vs Jasmine Rice Summary Table Basmati rice Jasmine rice Native to India and Pakistan Native to Thailand Has long, thin grains Has shorter, thicker grains Leafy aroma (pandan) Floral aroma (jasmine) Dry and fluffy when cooked Moist and sticky when cooked Lower glycemic index of 58 Higher glycemic index of 109 Good for those with diabetes Good for those who need a boost of energy Best suited for Indian and Middle Eastern dishes Best suited for Asian dishes Most expensive rice variety in the world Cheaper alternative to basmati rice Definitions Basmati rice Basmati rice is a homegrown type of rice in the Himalayas, in the northern parts of India and Pakistan. It is a variety of the long, thin-grained aromatic rice considered as the most expensive variety of rice in the world.  Basmati is a Hindi word which literally means “fragrant.”  It was the Indian traders who introduced basmati rice to the Middle East.  It is not only an important part of Indian, Pakistani and Bangladeshi dishes, but is also largely used in Middle Eastern and Persian cuisines as well.  Nowadays, several countries, including the US, would have their own domestically grown crops but these aren’t as good as the basmati rice imported from its native origin.",0,0,0
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_42_1779035334-10,"Like most of the various types of pasta, conchiglie also originates from Italy and is amongst the most popular pasta shapes in the region because of its ability to hold a lot of sauce. Conchiglie is perfect for use in different soups and casseroles.  Although it is commonly miniature-sized pasta, if you love this shape then you can also find it in larger sizes.  The larger version of this pasta is called conchigioni while extra small sizes are called conchigliette.  Orzo You might mistake a packet of orzo on the supermarket shelf for a pack of rice.  But you wouldn’t be the only one.  After all, orzo is exactly similar to rice – except that it is not actually rice.  This type of pasta gets its name from barley because it is shaped like it.  Orzo looks like grains of barley and also comes close to looking like larger grains of rice.  Therefore, it is also often called risoni, which means big rice in Italian.  Orzo is not specified to a single region in Italy as it’s is widely used all across the country.  Be it soup, salads, or simply as a side dish with meat and lots of veggies, orzo is toothsome pasta that will take any dish up a notch.",0,0,0
